Artist,Country,State/Region/Province,City,Related Labels,Related Bands,Released split with,Year (of the first release),Website,Streaming Site,Discogs,Rate Your Music,Style,Melodiousness,My rating,Tags,Added at,Page ID
The Moirai,US,New Jersey,Livingston,Engineer Records (fka Ignition Records) (https://www.notion.so/Engineer-Records-fka-Ignition-Records-ac53e9e455c0410cb94d261e1dac83a2?pvs=21),Penfold (https://www.notion.so/Penfold-73a1f7fd50194b568ac45fa6c65dbd1f?pvs=21),,2005,,,https://www.discogs.com/artist/2049621-The-Moirai,https://rateyourmusic.com/artist/the-moirai,"Electronica, Indie Folk, Midwest Emo",8,8,With Keyboards,"August 7, 2022 7:04 PM",0fde9b8732d84b7381363dfd96032de4
Penfold,US,New Jersey,Livingston,"Count Your Lucky Stars (https://www.notion.so/Count-Your-Lucky-Stars-5488c425ea50406ebed4026b728f548a?pvs=21), Deep Elm Records (https://www.notion.so/Deep-Elm-Records-d6ecb31d37ea4516b2dadd597abbd7a7?pvs=21), The Rosewood Union (https://www.notion.so/The-Rosewood-Union-7816afcfebc047199fd4e4eca7a7716c?pvs=21)","The Moirai (https://www.notion.so/The-Moirai-0fde9b8732d84b7381363dfd96032de4?pvs=21), Prevent Falls (https://www.notion.so/Prevent-Falls-2ec3f9a0fde14bab851aba85297c19a8?pvs=21)",,2000,http://www.penfoldband.com/,https://penfold-music.bandcamp.com/,https://www.discogs.com/artist/613548-Penfold-2,https://rateyourmusic.com/artist/penfold,"Midwest Emo, Post-Hardcore",8,10,"VA: Emo Diaries, VA: Firework Anatomy","August 7, 2022 6:54 PM",73a1f7fd50194b568ac45fa6c65dbd1f
The Killbot Factory,US,Indiana,Indianapolis,,Eisenhower Field Day (https://www.notion.so/Eisenhower-Field-Day-e59383c5e2ca42309d9f91b213932455?pvs=21),,2002,https://web.archive.org/web/20090105175328/http://www.lessernote.com/Lesser%20Note%20Records/The%20Kill-Bot%20Factory.html,,https://www.discogs.com/artist/12480457-The-Killbot-Factory,,"Electronica, Indie Rock, Midwest Emo",7,7,Twin-vocal,"August 7, 2022 5:33 PM",0c80158591a44583ac0eece3392b189e
A New Spelling of My Name,US,Washington D.C.,,,"Midvale (https://www.notion.so/Midvale-11a217d873194a1cbf918aa6e4380836?pvs=21), Homage to Catalonia (https://www.notion.so/Homage-to-Catalonia-82ac3b54645e401d94a86328a8348f1c?pvs=21)",,2005,,,https://www.discogs.com/artist/3220851-A-New-Spelling-Of-My-Name,https://rateyourmusic.com/artist/a_new_spelling_of_my_name,"Emo-Core, Midwest Emo, Post-Hardcore",7,8,,"August 7, 2022 4:27 PM",ae89ddec81cd4d999f7db461cbf4c6a5
Homage to Catalonia,US,Washington D.C.,,Status Recordings (https://www.notion.so/Status-Recordings-a646aa6ee3304a439b114a97a5ea85c8?pvs=21),"Midvale (https://www.notion.so/Midvale-11a217d873194a1cbf918aa6e4380836?pvs=21), A New Spelling of My Name (https://www.notion.so/A-New-Spelling-of-My-Name-ae89ddec81cd4d999f7db461cbf4c6a5?pvs=21)",,2001,,,https://www.discogs.com/artist/1089983-Homage-To-Catalonia,https://rateyourmusic.com/artist/homage_to_catalonia,"Indie Folk, Midwest Emo",7,7,Acoustic,"August 7, 2022 4:22 PM",82ac3b54645e401d94a86328a8348f1c
Midvale,US,Washington D.C.,,Status Recordings (https://www.notion.so/Status-Recordings-a646aa6ee3304a439b114a97a5ea85c8?pvs=21),"Homage to Catalonia (https://www.notion.so/Homage-to-Catalonia-82ac3b54645e401d94a86328a8348f1c?pvs=21), A New Spelling of My Name (https://www.notion.so/A-New-Spelling-of-My-Name-ae89ddec81cd4d999f7db461cbf4c6a5?pvs=21), Eldritch Anisette (https://www.notion.so/Eldritch-Anisette-166b1ee3bf1e4aabb15944a086cd421c?pvs=21), Boy Sets Fire (https://www.notion.so/Boy-Sets-Fire-c07a03311e474f8b92b43ef907b04b41?pvs=21)",,1999,,,https://www.discogs.com/artist/1918370-Midvale,https://rateyourmusic.com/artist/midvale,"Midwest Emo, Post-Hardcore",7,8,With Screamed voice,"August 7, 2022 3:47 PM",11a217d873194a1cbf918aa6e4380836
Dead Season,Canada,Ontario,Oshawa,,"Two Line Filler (https://www.notion.so/Two-Line-Filler-907d2f878e98401c97a73fbdb2febd75?pvs=21), The Killing Suspense (https://www.notion.so/The-Killing-Suspense-0bd62ea720ca48fd853ff05a422a4b6f?pvs=21), Drop Forge (https://www.notion.so/Drop-Forge-0a2fbd4bbe71443ab087afa3a2495570?pvs=21)",,1998,https://www.facebook.com/deadseasonband,https://deadseasonband.bandcamp.com,https://www.discogs.com/artist/2470706-Dead-Season,https://rateyourmusic.com/artist/dead_season_f2,"Emo-Core, Hardcore Punk, Melodic Hardcore",6,6,,"August 7, 2022 3:02 PM",1b0c6f5c12ff432d965b96ca052d1cf3
Two Line Filler,Canada,Ontario,Pickering,New Red Archives (https://www.notion.so/New-Red-Archives-be67ca4d523f41db974df6e8ad4b883f?pvs=21),"Drop Forge (https://www.notion.so/Drop-Forge-0a2fbd4bbe71443ab087afa3a2495570?pvs=21), Dead Season (https://www.notion.so/Dead-Season-1b0c6f5c12ff432d965b96ca052d1cf3?pvs=21)",,1992,,https://twolinefiller.bandcamp.com/,https://www.discogs.com/artist/695435-2-Line-Filler,https://rateyourmusic.com/artist/two_line_filler,"Melodic Hardcore, Midwest Emo, Post-Hardcore",8,7,,"August 7, 2022 2:32 PM",907d2f878e98401c97a73fbdb2febd75
Square Business,US,Texas,Denton,,,"Football, etc. (https://www.notion.so/Football-etc-a041434c969b4715ba34f283a388af2a?pvs=21)",2012,,,https://www.discogs.com/artist/2933237-Square-Business,https://rateyourmusic.com/artist/square-business,"Midwest Emo, Post-Hardcore",7,7,One-release band,"August 6, 2022 9:14 PM",7aac7b9c9ef44effa681564ac0e7d90e
"Football, etc.",US,Texas,Houston,"Count Your Lucky Stars (https://www.notion.so/Count-Your-Lucky-Stars-5488c425ea50406ebed4026b728f548a?pvs=21), Strictly No Capital Letters (https://www.notion.so/Strictly-No-Capital-Letters-4709ccbdba5d4d16b4c41aabd1b0a881?pvs=21)","Overo (https://www.notion.so/Overo-4501fad445d54863878a4a536a4b194c?pvs=21), Tin Kitchen (https://www.notion.so/Tin-Kitchen-8c691931806249cabf37167931cdbad9?pvs=21), Pswingset (fka Natives) (https://www.notion.so/Pswingset-fka-Natives-6dd9e79fa94e4c0cb3b68dc7718753a5?pvs=21)","Empire! Empire! (I was a Lonely Estate) (https://www.notion.so/Empire-Empire-I-was-a-Lonely-Estate-c908c39b9c874b3da3f3eb380a8643b0?pvs=21), Square Business (https://www.notion.so/Square-Business-7aac7b9c9ef44effa681564ac0e7d90e?pvs=21)",2011,,http://footballetc.bandcamp.com/,https://www.discogs.com/artist/2026825-Football-Etc,https://rateyourmusic.com/artist/football-etc,"Indie Rock, Midwest Emo",7,7,Female-fronted,"August 6, 2022 9:06 PM",a041434c969b4715ba34f283a388af2a
Overo,US,Texas,Houston,"Strictly No Capital Letters (https://www.notion.so/Strictly-No-Capital-Letters-4709ccbdba5d4d16b4c41aabd1b0a881?pvs=21), Count Your Lucky Stars (https://www.notion.so/Count-Your-Lucky-Stars-5488c425ea50406ebed4026b728f548a?pvs=21)","Football, etc. (https://www.notion.so/Football-etc-a041434c969b4715ba34f283a388af2a?pvs=21)",,2019,,https://overo.bandcamp.com/,https://www.discogs.com/artist/6962285-Overo,https://rateyourmusic.com/artist/overo,"Midwest Emo, Post-Hardcore",,,"Twin-vocal, With Screamed voice","August 6, 2022 9:02 PM",4501fad445d54863878a4a536a4b194c
Eisenhower Field Day,US,Indiana,Indianapolis,,The Killbot Factory (https://www.notion.so/The-Killbot-Factory-0c80158591a44583ac0eece3392b189e?pvs=21),,2006,https://web.archive.org/web/20080703173246/http://www.eisenhowerfieldday.com/Eisenhower%20Field%20Day/Eisenhower%20Field%20Day.html,https://album.link/i/201195262,https://www.discogs.com/artist/3850164-Eisenhower-Field-Day,https://rateyourmusic.com/artist/eisenhower_field_day,"Indie Rock, Midwest Emo",8,8,Twin-vocal,"August 6, 2022 8:23 PM",e59383c5e2ca42309d9f91b213932455
Egon,US,Texas,El Paso,Has Anyone Ever Told You? (https://www.notion.so/Has-Anyone-Ever-Told-You-9de3dda4a4214e1ca8ee28e6a2abb360?pvs=21),,,1999,,,https://www.discogs.com/artist/2872336-Egon-12,https://rateyourmusic.com/artist/egon,"Indie Rock, Midwest Emo",7,8,,"August 6, 2022 8:11 PM",e2988ef0d7a9445d99135b541f6a208e
Dugong,UK/England,West Yorkshire,Wakefield,Bombed Out Records (https://www.notion.so/Bombed-Out-Records-134928aa859647969a1fd617939f896d?pvs=21),,,1999,,https://bombedout.bandcamp.com/album/the-eastmoor-rules,https://www.discogs.com/artist/925743-Dugong,https://rateyourmusic.com/artist/dugong,"Indie Rock, Melodic Hardcore, Midwest Emo",7,7,With Keyboards,"August 6, 2022 7:52 PM",988e2f9c70104e868280e91edb031119
Drop Forge,Canada,Ontario,Pickering,,"Two Line Filler (https://www.notion.so/Two-Line-Filler-907d2f878e98401c97a73fbdb2febd75?pvs=21), Dead Season (https://www.notion.so/Dead-Season-1b0c6f5c12ff432d965b96ca052d1cf3?pvs=21)",,1994,,,https://www.discogs.com/artist/5725168-Drop-Forge-3,,"Emo-Core, Post-Hardcore",4,6,,"August 6, 2022 5:40 PM",0a2fbd4bbe71443ab087afa3a2495570
Drive,US,Oregon,Portland,,,,1999,,,https://www.discogs.com/artist/10707427-Drive-31,https://rateyourmusic.com/artist/drive-2,"Indie Rock, Midwest Emo",7,7,With Strings,"August 6, 2022 5:35 PM",6a5633779bda47a5989a8437e0939b2a
Diplomat,Australia,South Australia,Adelaide,,,,2000,,https://diplomat.bandcamp.com/,https://www.discogs.com/artist/3455464-Diplomat-5,,"Indie Rock, Midwest Emo, Post-Hardcore",7,7,,"August 6, 2022 5:28 PM",64097ebcc74b4fcea3249fa7ecd75b7b
Red Dye No. 5,US,California,San Diego,,Dewey Defeats Truman (https://www.notion.so/Dewey-Defeats-Truman-39996e1b1b5c47f5b6807bf67ec7868a?pvs=21),,1995,https://www.silvergirl.com/collections/red-dye-no-5,https://reddyeno5.bandcamp.com/,https://www.discogs.com/artist/1268813-Red-Dye-No-5,,"Indie Rock, Jangle Pop, Midwest Emo",7,6,Female-fronted,"August 6, 2022 5:23 PM",18fd076134eb4146b3960fd097be368a
Dewey Defeats Truman,US,California,San Diego,Has Anyone Ever Told You? (https://www.notion.so/Has-Anyone-Ever-Told-You-9de3dda4a4214e1ca8ee28e6a2abb360?pvs=21),Red Dye No. 5 (https://www.notion.so/Red-Dye-No-5-18fd076134eb4146b3960fd097be368a?pvs=21),,2000,https://www.silvergirl.com/collections/dewey-defeats-truman,https://deweydefeatstruman-sd.bandcamp.com/,https://www.discogs.com/artist/5856705-Dewey-Defeats-Truman,,"Indie Rock, Midwest Emo",7,7,,"August 6, 2022 5:19 PM",39996e1b1b5c47f5b6807bf67ec7868a
Shiner,US,Missouri,Kansas City (MO),"DeSoto Records (https://www.notion.so/DeSoto-Records-223c99729e844056b6e98a4416050d68?pvs=21), Sub Pop (https://www.notion.so/Sub-Pop-b1b81ab60e164679ae420d4eb4aa60f9?pvs=21)",The Joy Circuit (https://www.notion.so/The-Joy-Circuit-2ae0107d08e945f5b672a0793451d211?pvs=21),The Farewell Bend (https://www.notion.so/The-Farewell-Bend-3177cb5c83fa4a0bab790b3c6b064796?pvs=21),2001,https://www.shiner.net/,https://shinerkc.bandcamp.com/,https://www.discogs.com/artist/742701-Shiner-5,https://rateyourmusic.com/artist/shiner,"Alternative Rock, Midwest Emo, Post-Hardcore",6,8,,"August 6, 2022 1:52 PM",8054b9afdbcb474aadeebcf6a11e333f
Centaur,US,Illinois,Champaign-Urbana,,"Castor (https://www.notion.so/Castor-ab3430a36f1041a8b1a57b3e12219422?pvs=21), National Skyline (https://www.notion.so/National-Skyline-41d1fdd25b99404c93e83106b1343177?pvs=21)",,2002,,https://matttalbott.bandcamp.com/album/in-streams,https://www.discogs.com/artist/1989601-Centaur-2,,"Alternative Rock, Midwest Emo, Post-Hardcore",7,7,,"August 6, 2022 1:33 PM",613f4d10ae80415a98189108dcf33be0
Letterpress,US,Florida,Jacksonville,,X88B88 (https://www.notion.so/X88B88-76cbc1d066a942e9abeb18dfb1564cda?pvs=21),,2021,https://www.instagram.com/letterpressband/,https://letterpress.bandcamp.com/,-,,"Midwest Emo, Post Rock, Twinkle",7,7,"Female-fronted, Twin-vocal, With Strings","August 6, 2022 8:57 AM",867eec7ec7ff4de78ff8fc66888d5005
X88B88,US,Florida,Jacksonville,,Letterpress (https://www.notion.so/Letterpress-867eec7ec7ff4de78ff8fc66888d5005?pvs=21),,2016,,https://x88b88-fl.bandcamp.com/,https://www.discogs.com/artist/5563022-X88B88,,"Midwest Emo, Post Rock",7,7,"Female-fronted, With Keyboards, With Strings","August 6, 2022 12:03 AM",76cbc1d066a942e9abeb18dfb1564cda
Denison Marrs (fka Divine Child),US,Florida,Lakeland,,Copeland (https://www.notion.so/Copeland-f1a4a73bad79487fb9c2b6ca668856ab?pvs=21),,1998,,,https://www.discogs.com/artist/524241-Denison-Marrs,https://rateyourmusic.com/artist/denison-marrs,"Indie Rock, Midwest Emo, Post Rock",7,7,CCM,"August 5, 2022 11:43 PM",bdffb3ff1d9b4671a346860d6e8f407a
Dearly Departed,US,New York,Long Island,,Inside (https://www.notion.so/Inside-37086b722fbd48baa3fd5f1f4944c8e3?pvs=21),,2002,,,https://www.discogs.com/artist/7705568-Dearly-Departed-3,https://rateyourmusic.com/artist/dearly_departed,Midwest Emo,7,8,,"August 5, 2022 11:19 PM",c349b1433352463fbed6c4c0135cf21f
Abilene,US,Illinois,Chicago,,"Hoover (https://www.notion.so/Hoover-7c76409ea8ea479698491a2c5df206d2?pvs=21), Chisel Drill Hammer (https://www.notion.so/Chisel-Drill-Hammer-8dcc8bbbf5364bb78ac23f26ebd1f82b?pvs=21)",,2000,,,https://www.discogs.com/artist/1655385-Abilene,https://rateyourmusic.com/artist/abilene,"Emo-Core, Post-Hardcore",5,6,With Brass,"August 3, 2022 11:33 PM",1658ffd6f81a4366975bb04c89c3325f
Sweater Weather,US,Illinois,Chicago,"Polyvinyl Record Company (https://www.notion.so/Polyvinyl-Record-Company-0d60ec16bfc4470d9d90cdac8742662e?pvs=21), Divot Records (https://www.notion.so/Divot-Records-89a0af4384e84e20a16fb03850465d43?pvs=21)","The Kiwi Waltz (https://www.notion.so/The-Kiwi-Waltz-059043d3bb8e4b3fbef2f1b529e293f3?pvs=21), Traluma (https://www.notion.so/Traluma-192c95204dde4444b12903fd82c418aa?pvs=21), Noyes (https://www.notion.so/Noyes-8d93b1cd920442b1bc3361066078d477?pvs=21)",Days in December (https://www.notion.so/Days-in-December-500a230af94942ca8f339a0870c97f3c?pvs=21),1996,,,https://www.discogs.com/artist/1069706-Sweater-Weather,https://rateyourmusic.com/artist/sweater_weather,"Emo-Core, Instrumental, Midwest Emo",5,5,,"August 3, 2022 11:28 PM",d6042fb40d174041839b8e31ba75c8b2
The One Up Downstairs,US,Illinois,Champaign,Polyvinyl Record Company (https://www.notion.so/Polyvinyl-Record-Company-0d60ec16bfc4470d9d90cdac8742662e?pvs=21),"Very Secretary (https://www.notion.so/Very-Secretary-b585c2758dd748ec80769c46c0c3646a?pvs=21), American Football (https://www.notion.so/American-Football-2f774483032d4146ab0d8e654da1aa7e?pvs=21), Cap'n Jazz (https://www.notion.so/Cap-n-Jazz-51c3c67a285843d4a56785aadaf6432d?pvs=21)",,2009,,,https://www.discogs.com/artist/1357213-The-One-Up-Downstairs,https://rateyourmusic.com/artist/the_one_up_downstairs,"Indie Rock, Math, Midwest Emo",6,6,,"August 3, 2022 11:09 PM",b1560e1f85ed44e98cc0c3f9c81bb89f
Castor,US,Illinois,Champaign-Urbana,Mud Records (https://www.notion.so/Mud-Records-2bd585c9386b4ab09692c0fa56b019d1?pvs=21),"Days in December (https://www.notion.so/Days-in-December-500a230af94942ca8f339a0870c97f3c?pvs=21), Centaur (https://www.notion.so/Centaur-613f4d10ae80415a98189108dcf33be0?pvs=21), The Joy Circuit (https://www.notion.so/The-Joy-Circuit-2ae0107d08e945f5b672a0793451d211?pvs=21)",,1995,,https://castorindierock.bandcamp.com/,https://www.discogs.com/artist/2095253-Castor-4,https://rateyourmusic.com/artist/castor,"Midwest Emo, Post-Hardcore",7,8,,"August 3, 2022 11:04 PM",ab3430a36f1041a8b1a57b3e12219422
The Joy Circuit,US,California,Los Angeles,,"Shiner (https://www.notion.so/Shiner-8054b9afdbcb474aadeebcf6a11e333f?pvs=21), Days in December (https://www.notion.so/Days-in-December-500a230af94942ca8f339a0870c97f3c?pvs=21), Castor (https://www.notion.so/Castor-ab3430a36f1041a8b1a57b3e12219422?pvs=21), National Skyline (https://www.notion.so/National-Skyline-41d1fdd25b99404c93e83106b1343177?pvs=21)",,2004,,,https://www.discogs.com/artist/1807786-The-Joy-Circuit,https://rateyourmusic.com/artist/the_joy_circuit,"Midwest Emo, Post Rock",7,7,,"August 3, 2022 11:03 PM",2ae0107d08e945f5b672a0793451d211
Very Secretary,US,Illinois,Champaign,"Mud Records (https://www.notion.so/Mud-Records-2bd585c9386b4ab09692c0fa56b019d1?pvs=21), Insound (https://www.notion.so/Insound-fd8179b1cfa14b35aec60a7b31163890?pvs=21)","The One Up Downstairs (https://www.notion.so/The-One-Up-Downstairs-b1560e1f85ed44e98cc0c3f9c81bb89f?pvs=21), Days in December (https://www.notion.so/Days-in-December-500a230af94942ca8f339a0870c97f3c?pvs=21)",Compound Red (https://www.notion.so/Compound-Red-ac1105cc562c4a75bdd1a5c51da509e0?pvs=21),1998,,,https://www.discogs.com/artist/356040-Very-Secretary,https://rateyourmusic.com/artist/very_secretary,,,,VA: Post Marked Stamps,"August 3, 2022 10:58 PM",b585c2758dd748ec80769c46c0c3646a
Days in December,US,Illinois,Champaign,Polyvinyl Record Company (https://www.notion.so/Polyvinyl-Record-Company-0d60ec16bfc4470d9d90cdac8742662e?pvs=21),"Braid (https://www.notion.so/Braid-10e9a145e5cd4a549de9eb6f54b02986?pvs=21), Castor (https://www.notion.so/Castor-ab3430a36f1041a8b1a57b3e12219422?pvs=21), The Joy Circuit (https://www.notion.so/The-Joy-Circuit-2ae0107d08e945f5b672a0793451d211?pvs=21), Very Secretary (https://www.notion.so/Very-Secretary-b585c2758dd748ec80769c46c0c3646a?pvs=21)",Sweater Weather (https://www.notion.so/Sweater-Weather-d6042fb40d174041839b8e31ba75c8b2?pvs=21),1996,,,https://www.discogs.com/artist/1459089-Days-In-December,https://rateyourmusic.com/artist/days_in_december_f1,"Midwest Emo, Post-Hardcore",7,6,,"August 3, 2022 10:49 PM",500a230af94942ca8f339a0870c97f3c
Milwaukee,Spain,Valladolid,Laguna de Duero,,,,2004,,https://milwaukeeyanoexisten.bandcamp.com/album/homesick,,https://rateyourmusic.com/artist/milwaukee_f1,"Indie Rock, Midwest Emo, Slowcore",7,7,With Keyboards,"August 1, 2022 10:27 PM",8e4781e13e694a28b74f79fb8d81ef04
Cup 388,US,Wisconsin,Sheboygan,No Karma Recordings (https://www.notion.so/No-Karma-Recordings-e386ca4f4ba54ba1ad0ed76c2c2b9b63?pvs=21),,,1998,https://web.archive.org/web/20010517110213/http://nokarma.com/cup388/,,https://www.discogs.com/artist/1996369-Cup-388,https://rateyourmusic.com/artist/cup_388,"Indie Rock, Midwest Emo, Post-Hardcore",7,7,With Keyboards,"August 1, 2022 10:06 PM",d7936e5f80b94906ba4a57626cbba0c6
Cripple Kid,US,,,,,,1997,,,https://www.discogs.com/artist/2315590-Cripple-Kid,https://rateyourmusic.com/artist/cripple_kid,"Melodic Hardcore, Midwest Emo",7,7,,"August 1, 2022 10:00 PM",775df8402d0345f8ad7820b44164ef84
Colour (aka Color),UK/England,London,Kingston upon Thames,"Xtra Mile Recordings (https://www.notion.so/Xtra-Mile-Recordings-4cbb82332b564f63bfe83e1b2ad40d83?pvs=21), Big Scary Monsters (https://www.notion.so/Big-Scary-Monsters-5d24fad6a78b400f8500de03e249084d?pvs=21)",,,2006,,https://bsmrocks.bandcamp.com/album/anthology,https://www.discogs.com/artist/1439731-Colour-2,,"Math, Midwest Emo, Post-Hardcore",7,8,,"August 1, 2022 9:33 PM",b74a8a9684184d58911626d5a28dd95e
Cole,US,North Carolina,Chapel Hill,,,,1996,,,https://www.discogs.com/artist/1799801-Cole-8,,"Math, Midwest Emo, Post-Hardcore",6,6,,"August 1, 2022 9:31 PM",88368c9833ef43e094f1cbf3cdb35f4a
Cocean,UK/England,South Yorkshire,Barnsley?,,,,2007,,,https://www.discogs.com/artist/5035189-Cocean,,"Indie Rock, Midwest Emo, Post Rock",7,6,With Strings,"August 1, 2022 9:15 PM",351e2aef610f40e6b344556aa35af4b1
Clouded (fka Clover),US,Texas,Houston,,,,1994,,https://cloudedhou.bandcamp.com/,https://www.discogs.com/artist/5424332-Clouded-3,,"Alternative Rock, Midwest Emo, Post-Hardcore",6,5,,"August 1, 2022 9:10 PM",963ab04dd9574f57ae334e9e70b4aaff
Citizen,US,Michigan,,"Run for Cover Records (https://www.notion.so/Run-for-Cover-Records-4b806a4a9080408385744531f5031b13?pvs=21), Ice Grill$ (https://www.notion.so/Ice-Grill-91ab1e1943f14a358a3253d9afa6754d?pvs=21)",,,2011,,https://citizenmi.bandcamp.com/,https://www.discogs.com/artist/1971769-CitiZen-10,,"Alternative Rock, Melodic Hardcore, Power Pop",7,7,,"August 1, 2022 8:59 PM",662da94f185a4a6f9fbf4b03d77db81a
Circle the Sun,,,,,,,,,,,,"Alternative Rock, Midwest Emo",7,7,,"August 1, 2022 8:58 PM",9cea4f8c11f64efc8c59972f50907959
Chune,US,California,San Diego,Cargo Records (Cargo Music/Headhunter Records) (https://www.notion.so/Cargo-Records-Cargo-Music-Headhunter-Records-83a7b0ea6ed44a7ab4155457bb49f88b?pvs=21),,Garden Variety (https://www.notion.so/Garden-Variety-098b4f6d4eaa4def8956343b4df08120?pvs=21),1993,,,https://www.discogs.com/artist/822512-Chune,https://rateyourmusic.com/artist/chune,"Midwest Emo, Post-Hardcore, Slowcore",7,8,,"August 1, 2022 8:51 PM",35b710e66079431eb09e0cb23243a8d6
Blueprint,US,Texas,Houston,Abridged Records (https://www.notion.so/Abridged-Records-22fbb930286c4a0182bf6eb170774ee7?pvs=21),The Tie That Binds (fka Badger) (https://www.notion.so/The-Tie-That-Binds-fka-Badger-47059f1434de43f5bfd21e374e33ea7a?pvs=21),,1994,,,https://www.discogs.com/artist/239415-Blueprint-4,,,,,,"August 1, 2022 4:09 PM",a024ce50e5be4caea9ea4f1eb68dc8f4
Understand,UK/England,Essex,Southend-on-Sea,Equal Vision Records (https://www.notion.so/Equal-Vision-Records-390344721b1f443da047cb78c4b9ec59?pvs=21),,,1990,,,https://www.discogs.com/artist/521504-Understand,https://rateyourmusic.com/artist/understand,"Melodic Hardcore, Midwest Emo, Post-Hardcore",7,5,,"July 31, 2022 11:48 PM",78554865d96749a2b05bc6192b478024
Chris Boehk,US,Texas,Austin,Has Anyone Ever Told You? (https://www.notion.so/Has-Anyone-Ever-Told-You-9de3dda4a4214e1ca8ee28e6a2abb360?pvs=21),"We Talked About Murder (https://www.notion.so/We-Talked-About-Murder-82c6284224f8413dba74c8e186b3df91?pvs=21), The Search for Saturnalia (https://www.notion.so/The-Search-for-Saturnalia-70b4dcc10aae4b4780495433a8990c25?pvs=21), Beta Valentine (https://www.notion.so/Beta-Valentine-ce87fa99021644358fa1690203135fd2?pvs=21)",,2001,,https://chrisboehk.bandcamp.com/,https://www.discogs.com/artist/1559851-Chris-Boehk,,"Alternative Rock, Bedroom, Midwest Emo",7,7,,"July 31, 2022 11:41 PM",6d310ff53bbe4bf0a6042bec8b5d339f
Chore,Canada,Ontario,Dunnville,,,,1997,,,https://www.discogs.com/artist/1582206-Chore,https://rateyourmusic.com/artist/chore,"Midwest Emo, Post-Hardcore",7,7,,"July 31, 2022 11:38 PM",1a2fdbdc9a864ddf908a3985961d9424
Chimpo,UK/England,Kent,Medway,,,,2002,,,,,"Bedroom, Indie Rock, Midwest Emo",6,5,,"July 31, 2022 11:30 PM",59fdb97351a74d4a9d45560cba6df93d
Casavettes,Ireland,Munster,Limerick,,,,2016,,https://casavettesmusic.bandcamp.com/,https://www.discogs.com/artist/8191445-Casavettes,,"Indie Rock, Midwest Emo, Post Rock",8,8,,"July 31, 2022 11:24 PM",5105b8137b504108b3c239c48e190b9d
Cars Get Crushed,US,California,Berkeley,,,,1995,,,https://www.discogs.com/artist/326933-Cars-Get-Crushed,,"Indie Rock, Midwest Emo, Post-Hardcore",7,7,,"July 31, 2022 11:20 PM",9cccf4d98043467988d5f6fad1e231e9
Carraway,UK/England,Tyne and Wear,Newcastle Upon Tyne?,,,,2009,,,https://www.discogs.com/artist/5431427-Carraway-3,https://rateyourmusic.com/artist/carraway,"Midwest Emo, Post-Hardcore, Slowcore",6,7,,"July 31, 2022 11:09 PM",0dbc395f8ace4a6f98cda999ae72c0a0
Carpenter,Canada,British Columbia,Vancouver,,,,2005,https://smallmanrecords.com/bands/carpenter/,https://carpenterpunk.bandcamp.com/,https://www.discogs.com/artist/990494-Carpenter-2,,"Indie Rock, Midwest Emo",7,7,,"July 31, 2022 11:05 PM",fe060d335e0c4e2b8bc96ad86fdb561b
Apple of Discord,US,New Jersey,Clementon,Engineer Records (fka Ignition Records) (https://www.notion.so/Engineer-Records-fka-Ignition-Records-ac53e9e455c0410cb94d261e1dac83a2?pvs=21),Elocine (https://www.notion.so/Elocine-53e0060ee00d4b58b72759b96570d750?pvs=21),,2000,https://web.archive.org/web/20130324035915/http://aztecarecords.com/appleofdiscord/,,https://www.discogs.com/artist/2954017-Apple-Of-Discord,https://rateyourmusic.com/artist/apple_of_discord,"Indie Rock, Midwest Emo, Slowcore",7,7,,"July 31, 2022 7:26 PM",9598c7f00c604655a52b980e7bcda72b
Elocine,US,Virginia,Hampton,,Apple of Discord (https://www.notion.so/Apple-of-Discord-9598c7f00c604655a52b980e7bcda72b?pvs=21),,2008,,https://elocine.bandcamp.com/,https://www.discogs.com/artist/5327384-Elocine,,"Electronica, Indie Rock, Midwest Emo, Shoegaze",7,5,With Keyboards,"July 31, 2022 7:20 PM",53e0060ee00d4b58b72759b96570d750
Blank,US,Maryland,Annapolis,Vermin Scum Records (https://www.notion.so/Vermin-Scum-Records-fc6c223e40f349a69acc77065c180092?pvs=21),"Cross My Heart (https://www.notion.so/Cross-My-Heart-0285e3061973482baf76b93f8b047c13?pvs=21), Wrong Button (https://www.notion.so/Wrong-Button-20d9654283d345abbbeefbddfaeb2b37?pvs=21), Liars Academy (aka Midnight Revival) (https://www.notion.so/Liars-Academy-aka-Midnight-Revival-907f652ab5b54b2e98660e9d4df41f91?pvs=21), Dead Red Sea (https://www.notion.so/Dead-Red-Sea-6388ab4de2904874891ec87e7fd40aec?pvs=21)",,1992,,,https://www.discogs.com/artist/627081-Blank-5,https://rateyourmusic.com/artist/blank_f2,"Hardcore Punk, Melodic Hardcore, Midwest Emo, Post-Hardcore",7,8,With Screamed voice,"July 31, 2022 7:01 PM",bba2095590b44ca682e8352d330187df
